Age,Salary,Experience,Credit_Score,Existing_Loans,EMI_Burden,Loan_Amount,Job_Type,City,Education,Marital_Status,Loan_Purpose,Loan_Approved
55,92568,36,616,1,35,239028,Self Employed,Delhi,Graduate,Divorced,Home Loan,1
47,70379,27,555,1,77,891494,Private Job,Delhi,Graduate,Single,Car Loan,0
54,41061,33,677,2,67,955872,Government Job,Indore,Graduate,Married,Home Loan,1
48,91844,24,550,0,80,438922,Government Job,Jaipur,Graduate,Married,Home Loan,0
51,74591,27,437,2,20,1421277,Government Job,Indore,Graduate,Single,Personal Loan,1
37,24001,19,728,3,70,602047,Government Job,Jaipur,Post Graduate,Single,Personal Loan,0
39,60975,20,801,1,10,1387269,Private Job,Bhopal,High School,Single,Home Loan,1
62,77147,40,814,0,79,1352353,Private Job,Bhopal,Graduate,Single,Education Loan,1
64,86934,40,410,2,26,992638,Government Job,Jaipur,Graduate,Single,Car Loan,1
31,113791,11,323,4,33,208989,Private Job,Delhi,Graduate,Single,Education Loan,0
29,94201,6,646,1,77,468181,Government Job,Jaipur,Graduate,Married,Car Loan,0
50,51508,29,410,2,62,698729,Government Job,Indore,Graduate,Single,Personal Loan,0
26,10000,8,598,0,81,727507,Self Employed,Jaipur,High School,Single,Personal Loan,0
34,80035,11,860,1,69,332722,Government Job,Indore,Graduate,Single,Home Loan,1
51,53167,32,413,0,80,675858,Private Job,Indore,Graduate,Divorced,Home Loan,0
31,87891,10,425,0,80,116569,Self Employed,Jaipur,Graduate,Single,Home Loan,0
25,61674,5,546,4,63,698121,Private Job,Jaipur,Post Graduate,Divorced,Home Loan,0
51,26927,33,733,4,79,329597,Self Employed,Bhopal,High School,Single,Home Loan,0
22,45742,0,797,4,75,1076215,Government Job,Jaipur,Graduate,Married,Personal Loan,0
59,68953,40,668,3,72,830850,Private Job,Jaipur,High School,Married,Personal Loan,0
37,60763,16,694,1,31,179097,Private Job,Jaipur,Graduate,Married,Personal Loan,1
58,44051,37,791,0,48,1289657,Self Employed,Bhopal,High School,Single,Education Loan,1
56,64604,37,625,2,54,1248686,Private Job,Bhopal,Graduate,Married,Car Loan,0
23,57832,2,564,0,58,1103491,Private Job,Mumbai,Graduate,Single,Car Loan,0
63,45631,40,371,3,21,923045,Private Job,Mumbai,High School,Married,Personal Loan,0
49,84352,25,643,0,54,905779,Private Job,Mumbai,Post Graduate,Married,Home Loan,1
53,83898,31,574,4,36,1466663,Private Job,Indore,High School,Single,Education Loan,0
34,70735,16,512,0,30,510224,Government Job,Indore,Graduate,Divorced,Education Loan,1
58,50359,34,453,2,57,801615,Self Employed,Bhopal,Graduate,Married,Car Loan,0
49,75991,28,732,1,88,446135,Self Employed,Indore,Graduate,Single,Home Loan,1
43,40366,22,722,2,76,1087309,Government Job,Bhopal,Graduate,Married,Home Loan,1
37,91515,15,417,1,26,943562,Private Job,Bhopal,High School,Single,Car Loan,0
31,69054,9,661,0,17,601176,Self Employed,Indore,Graduate,Single,Education Loan,1
48,70021,29,412,1,74,1148936,Private Job,Bhopal,Graduate,Married,Personal Loan,0
27,94842,5,884,2,48,998675,Government Job,Indore,High School,Single,Home Loan,1
60,57270,40,792,1,85,1323468,Government Job,Bhopal,High School,Single,Home Loan,1
28,71456,7,781,0,84,1032127,Private Job,Indore,High School,Married,Personal Loan,1
61,44587,37,881,0,86,1333452,Government Job,Bhopal,Graduate,Single,Personal Loan,0
49,29058,25,625,0,41,221958,Private Job,Bhopal,Graduate,Married,Home Loan,1
45,81325,26,717,0,71,1193555,Self Employed,Jaipur,High School,Divorced,Home Loan,1
27,45970,4,697,0,82,763149,Government Job,Bhopal,High School,Single,Education Loan,0
42,41109,24,412,0,44,988477,Private Job,Indore,Post Graduate,Divorced,Home Loan,0
29,47941,10,672,0,39,155695,Self Employed,Mumbai,Graduate,Married,Car Loan,1
31,92327,7,523,4,41,801096,Private Job,Delhi,Post Graduate,Married,Education Loan,0
54,41866,33,680,3,72,773290,Private Job,Mumbai,Graduate,Single,Personal Loan,0
47,109572,26,861,1,53,1021995,Private Job,Jaipur,Graduate,Single,Education Loan,1
42,17247,20,325,4,12,972630,Government Job,Indore,Graduate,Single,Personal Loan,0
23,79788,1,624,1,75,1362826,Government Job,Bhopal,Graduate,Married,Car Loan,0
60,43543,40,770,0,24,1378260,Self Employed,Indore,Post Graduate,Married,Car Loan,1
28,43832,4,743,2,85,424948,Private Job,Mumbai,Graduate,Married,Personal Loan,0
26,67275,6,484,0,61,1032969,Self Employed,Mumbai,Graduate,Single,Personal Loan,0
45,39685,21,394,0,82,416652,Government Job,Bhopal,Graduate,Single,Education Loan,0
22,38414,0,706,2,19,956047,Private Job,Mumbai,Graduate,Divorced,Education Loan,1
36,87801,15,469,0,13,470259,Private Job,Mumbai,Graduate,Single,Home Loan,1
61,22074,40,506,2,45,818315,Self Employed,Bhopal,High School,Married,Personal Loan,0
41,10000,21,681,2,29,620947,Private Job,Mumbai,Graduate,Married,Education Loan,1
35,64409,15,857,0,86,631606,Government Job,Bhopal,Post Graduate,Single,Education Loan,1
54,42049,32,874,3,23,695229,Government Job,Jaipur,Graduate,Divorced,Car Loan,0
63,44688,40,863,1,64,509945,Private Job,Indore,Graduate,Single,Education Loan,1
40,31408,16,564,3,60,1390914,Private Job,Mumbai,Graduate,Married,Home Loan,0
64,13982,40,864,1,65,934873,Self Employed,Indore,Graduate,Married,Car Loan,1
51,79392,29,429,1,53,1259968,Private Job,Jaipur,Graduate,Single,Education Loan,0
35,23385,15,859,1,56,384912,Private Job,Delhi,High School,Single,Home Loan,1
48,72807,24,480,2,81,920749,Private Job,Bhopal,High School,Divorced,Personal Loan,0
26,79242,2,519,0,39,995858,Private Job,Indore,Post Graduate,Single,Personal Loan,1
23,49851,5,361,1,58,812087,Government Job,Jaipur,High School,Married,Home Loan,0
58,51717,38,676,3,68,871823,Private Job,Mumbai,Graduate,Married,Personal Loan,0
43,57450,19,632,1,11,488707,Private Job,Indore,High School,Married,Home Loan,1
23,83731,0,337,0,48,826607,Self Employed,Bhopal,High School,Single,Home Loan,0
64,71235,40,318,0,18,590013,Government Job,Jaipur,Graduate,Single,Personal Loan,1
28,86965,6,774,0,52,1275010,Private Job,Delhi,Graduate,Single,Home Loan,1
22,35176,0,352,1,53,1242112,Private Job,Indore,Graduate,Married,Education Loan,0
27,78726,5,610,0,22,334393,Self Employed,Mumbai,Graduate,Single,Personal Loan,1
37,46940,14,635,0,36,1088163,Self Employed,Bhopal,High School,Married,Home Loan,0
27,99576,3,312,4,41,332775,Government Job,Jaipur,Post Graduate,Single,Education Loan,0
53,100937,32,428,0,23,754081,Private Job,Jaipur,High School,Married,Personal Loan,0
56,14015,35,386,2,19,315070,Private Job,Mumbai,Graduate,Married,Education Loan,0
24,31270,2,662,3,74,673866,Private Job,Mumbai,Post Graduate,Married,Home Loan,0
64,32175,40,587,0,25,308084,Private Job,Bhopal,High School,Married,Car Loan,0
36,54612,17,632,4,59,281003,Private Job,Indore,High School,Married,Education Loan,0
41,38097,18,354,1,67,495204,Private Job,Bhopal,High School,Married,Home Loan,0
38,16083,17,646,0,12,555266,Government Job,Jaipur,Post Graduate,Married,Personal Loan,1
48,80498,29,431,0,36,1003365,Private Job,Bhopal,Graduate,Divorced,Education Loan,1
63,62486,40,472,4,77,397155,Private Job,Mumbai,Post Graduate,Single,Car Loan,0
36,25035,16,619,0,25,95812,Self Employed,Indore,Graduate,Single,Home Loan,1
42,34635,20,458,2,47,1036257,Private Job,Jaipur,High School,Divorced,Personal Loan,0
26,12765,5,788,0,81,170583,Private Job,Bhopal,Post Graduate,Single,Car Loan,0
50,10000,30,612,1,63,82507,Private Job,Bhopal,Graduate,Married,Personal Loan,0
48,10000,29,543,0,60,484625,Self Employed,Bhopal,Graduate,Married,Education Loan,0
37,14976,16,830,2,87,957275,Private Job,Delhi,Graduate,Divorced,Home Loan,0
56,21410,33,769,0,56,880772,Government Job,Delhi,Graduate,Single,Car Loan,1
32,54401,8,523,0,64,624772,Private Job,Mumbai,Graduate,Married,Home Loan,1
60,38776,40,536,0,64,933660,Government Job,Jaipur,Post Graduate,Married,Home Loan,0
32,59286,8,614,1,36,1284503,Private Job,Indore,Post Graduate,Married,Home Loan,1
56,68386,33,486,1,24,461505,Private Job,Delhi,High School,Married,Home Loan,1
60,99447,38,678,1,25,1095013,Private Job,Delhi,Graduate,Married,Car Loan,1
49,40399,28,808,0,79,166819,Government Job,Jaipur,Graduate,Single,Education Loan,1
22,69453,0,572,0,53,1285296,Government Job,Bhopal,Graduate,Married,Education Loan,1
49,82712,26,490,1,62,980688,Private Job,Jaipur,Graduate,Married,Education Loan,0
50,24701,32,724,0,82,147648,Private Job,Jaipur,Graduate,Married,Personal Loan,0
56,10000,33,685,4,81,471253,Government Job,Jaipur,Graduate,Single,Home Loan,0
64,33016,40,494,1,22,1392513,Private Job,Bhopal,High School,Married,Personal Loan,0
45,54457,21,470,1,41,1084842,Self Employed,Delhi,Post Graduate,Married,Car Loan,1
41,19746,22,659,1,69,1029321,Self Employed,Delhi,Graduate,Married,Car Loan,1
42,64765,23,485,2,35,533086,Private Job,Bhopal,Graduate,Married,Education Loan,1
30,94989,8,580,0,40,1451724,Government Job,Jaipur,Graduate,Single,Car Loan,1
51,82776,30,438,1,40,442703,Self Employed,Indore,High School,Married,Car Loan,1
29,11990,8,441,0,77,425478,Self Employed,Bhopal,Graduate,Married,Personal Loan,0
61,79048,40,800,1,59,261419,Private Job,Bhopal,Graduate,Married,Education Loan,1
59,45078,40,832,0,29,117765,Private Job,Jaipur,Graduate,Single,Home Loan,1
54,76035,31,516,1,36,383743,Private Job,Mumbai,High School,Single,Education Loan,1
59,46199,39,317,2,20,629294,Self Employed,Bhopal,Graduate,Single,Car Loan,0
61,49306,40,668,3,79,1179160,Self Employed,Bhopal,High School,Single,Home Loan,0
43,68130,19,314,1,12,1301838,Private Job,Jaipur,Graduate,Divorced,Personal Loan,0
32,107342,12,610,3,26,117524,Private Job,Delhi,Graduate,Married,Personal Loan,0
27,66403,8,800,2,68,1091838,Private Job,Delhi,Graduate,Married,Car Loan,1
52,32508,33,464,2,22,611089,Self Employed,Mumbai,Graduate,Single,Car Loan,0
39,55448,19,365,0,39,297128,Self Employed,Bhopal,Graduate,Single,Education Loan,1
42,93864,21,590,2,46,641309,Private Job,Bhopal,Graduate,Married,Education Loan,1
36,73575,12,613,0,72,416887,Private Job,Jaipur,Graduate,Single,Home Loan,0
28,10740,7,829,1,45,149365,Private Job,Jaipur,Graduate,Single,Education Loan,1
50,67376,31,680,0,44,513031,Private Job,Jaipur,Graduate,Married,Home Loan,1
26,86303,8,549,2,46,1369338,Government Job,Indore,Graduate,Married,Personal Loan,1
22,120330,4,717,0,30,974711,Government Job,Jaipur,Post Graduate,Married,Personal Loan,1
54,19679,30,607,0,69,621835,Government Job,Delhi,Graduate,Single,Personal Loan,0
49,34335,30,483,2,18,507290,Government Job,Indore,Graduate,Single,Home Loan,0
60,88119,37,842,0,51,840673,Self Employed,Jaipur,Graduate,Married,Education Loan,1
62,50736,38,655,0,63,1305975,Private Job,Bhopal,Graduate,Single,Personal Loan,1
63,49344,40,399,4,24,582904,Self Employed,Jaipur,High School,Married,Home Loan,0
40,43250,21,805,2,73,1497662,Self Employed,Delhi,Graduate,Single,Education Loan,1
23,69791,2,855,1,41,1018538,Self Employed,Jaipur,High School,Single,Personal Loan,1
55,88106,34,695,2,21,1156200,Private Job,Jaipur,High School,Single,Car Loan,1
28,45131,4,519,4,39,1219426,Private Job,Bhopal,Graduate,Single,Car Loan,0
32,18143,8,663,0,54,300990,Government Job,Bhopal,Graduate,Single,Home Loan,1
63,77367,40,664,0,60,291315,Private Job,Mumbai,Post Graduate,Single,Car Loan,1
52,28622,34,643,3,59,1496122,Government Job,Indore,High School,Married,Personal Loan,0
49,76672,26,685,2,86,1391022,Government Job,Delhi,Graduate,Married,Education Loan,1
41,60727,23,741,1,71,675018,Private Job,Bhopal,High School,Married,Personal Loan,1
23,52775,2,793,0,37,1175554,Private Job,Indore,High School,Married,Education Loan,1
58,36177,34,564,2,68,1298466,Private Job,Mumbai,Graduate,Single,Personal Loan,0
47,51111,25,523,3,46,1121557,Private Job,Indore,High School,Married,Car Loan,0
23,57150,1,623,0,77,1001956,Self Employed,Bhopal,Graduate,Single,Home Loan,0
21,50820,1,553,4,25,134211,Private Job,Indore,High School,Single,Personal Loan,0
40,101870,20,468,0,32,1391509,Government Job,Jaipur,High School,Married,Home Loan,0
27,61620,3,476,1,33,206620,Private Job,Mumbai,Post Graduate,Married,Personal Loan,1
61,21960,38,478,2,10,405929,Private Job,Indore,High School,Married,Education Loan,0
21,27396,3,355,0,75,634984,Government Job,Delhi,High School,Married,Home Loan,0
30,66229,7,552,1,62,396587,Government Job,Bhopal,Graduate,Married,Home Loan,1
32,10000,12,611,3,71,464238,Self Employed,Bhopal,High School,Married,Education Loan,0
24,97107,2,682,0,18,1433845,Private Job,Delhi,High School,Married,Personal Loan,1
27,100768,8,726,0,80,1352088,Private Job,Indore,Graduate,Married,Personal Loan,1
30,18646,11,478,4,12,1167776,Government Job,Indore,Post Graduate,Single,Home Loan,0
42,68188,20,658,0,31,1095225,Self Employed,Bhopal,Graduate,Married,Education Loan,1
45,72298,26,678,0,40,952124,Private Job,Indore,Post Graduate,Married,Car Loan,1
49,105977,29,817,0,48,131717,Self Employed,Indore,Graduate,Divorced,Home Loan,1
59,95402,40,635,2,11,833261,Private Job,Bhopal,Graduate,Single,Home Loan,1
35,27245,13,382,2,22,1157677,Government Job,Mumbai,Graduate,Divorced,Car Loan,0
39,48437,18,823,3,54,1045909,Private Job,Indore,Post Graduate,Married,Car Loan,0
59,29718,38,859,0,44,1490002,Self Employed,Mumbai,Graduate,Single,Personal Loan,1
38,43929,20,536,0,40,1331744,Self Employed,Delhi,Post Graduate,Single,Car Loan,1
62,25209,40,718,0,64,872209,Government Job,Bhopal,Post Graduate,Married,Education Loan,1
23,10000,2,514,0,27,504946,Private Job,Mumbai,Graduate,Single,Personal Loan,0
26,127352,3,368,0,74,757060,Private Job,Mumbai,Graduate,Married,Personal Loan,0
42,10000,21,752,1,34,1356333,Government Job,Jaipur,Graduate,Single,Personal Loan,1
61,78966,37,874,3,23,277548,Private Job,Delhi,Post Graduate,Married,Home Loan,1
51,27470,29,487,3,63,1090751,Government Job,Mumbai,Graduate,Single,Personal Loan,0
41,10000,22,663,0,30,343933,Self Employed,Mumbai,High School,Married,Car Loan,1
28,30924,9,473,1,22,346120,Government Job,Mumbai,Post Graduate,Single,Personal Loan,0
21,90849,3,403,2,84,446287,Self Employed,Indore,Graduate,Single,Home Loan,0
23,83825,0,581,0,59,120109,Private Job,Jaipur,High School,Married,Car Loan,0
49,106120,27,502,1,39,1187757,Self Employed,Mumbai,Graduate,Single,Education Loan,1
26,66668,8,550,2,20,1144509,Self Employed,Delhi,Post Graduate,Divorced,Education Loan,1
53,10000,33,555,2,17,1241963,Self Employed,Bhopal,High School,Married,Personal Loan,0
38,46702,20,306,1,33,746554,Self Employed,Mumbai,Graduate,Married,Home Loan,0
62,76043,40,558,2,43,189758,Government Job,Indore,Post Graduate,Single,Car Loan,1
21,59422,2,513,4,39,525439,Private Job,Jaipur,Graduate,Single,Education Loan,0
42,37116,24,658,1,66,1069173,Private Job,Indore,Graduate,Married,Education Loan,1
51,31886,28,525,2,58,860698,Self Employed,Delhi,Post Graduate,Single,Education Loan,0
43,68844,21,326,1,68,837682,Self Employed,Jaipur,High School,Married,Car Loan,0
28,75919,5,680,0,68,570511,Private Job,Bhopal,Graduate,Married,Personal Loan,1
49,65774,25,664,1,87,1438226,Private Job,Mumbai,High School,Married,Education Loan,0
64,92960,40,540,4,63,1040743,Government Job,Indore,Post Graduate,Divorced,Home Loan,0
39,10000,18,432,0,15,1010292,Private Job,Mumbai,Graduate,Married,Home Loan,0
36,50523,12,637,0,38,997609,Government Job,Bhopal,Post Graduate,Married,Home Loan,1
39,57685,17,527,2,35,870633,Private Job,Bhopal,Graduate,Single,Home Loan,1
57,77378,36,545,0,76,1131027,Government Job,Bhopal,Graduate,Single,Education Loan,0
42,101790,21,411,1,26,445165,Private Job,Bhopal,Graduate,Divorced,Personal Loan,1
39,77439,21,577,1,26,183774,Self Employed,Indore,Graduate,Married,Education Loan,1
24,66677,2,353,2,45,496013,Private Job,Indore,High School,Married,Car Loan,0
25,48199,6,531,2,21,134689,Self Employed,Jaipur,Post Graduate,Single,Home Loan,1
25,80756,3,744,0,88,567110,Self Employed,Jaipur,Post Graduate,Married,Car Loan,1
45,62695,24,654,2,18,1429728,Private Job,Bhopal,Graduate,Married,Home Loan,1
44,47047,25,313,3,14,161162,Government Job,Bhopal,High School,Divorced,Education Loan,0
21,89813,2,876,4,16,66351,Private Job,Mumbai,Graduate,Married,Personal Loan,1
48,52042,28,529,0,75,581313,Self Employed,Mumbai,High School,Single,Personal Loan,0
41,66250,21,802,2,24,978447,Private Job,Indore,Graduate,Single,Car Loan,1
39,33890,16,624,0,31,732011,Private Job,Indore,Graduate,Divorced,Car Loan,0
43,72332,23,336,2,33,777839,Government Job,Bhopal,Graduate,Married,Car Loan,1
34,69761,13,683,0,10,358767,Private Job,Bhopal,Graduate,Single,Car Loan,1
26,40244,3,460,0,59,531521,Private Job,Jaipur,Graduate,Single,Personal Loan,0
52,84521,29,716,0,84,322674,Private Job,Indore,Graduate,Single,Home Loan,1
52,74551,28,793,0,39,1458415,Private Job,Jaipur,Post Graduate,Single,Education Loan,1
28,53116,5,313,2,17,240036,Government Job,Jaipur,High School,Single,Car Loan,1
57,50445,34,508,2,15,556575,Private Job,Bhopal,Graduate,Single,Education Loan,1
42,62596,22,803,0,62,1331797,Self Employed,Bhopal,Graduate,Married,Car Loan,1
28,104729,9,438,3,62,857468,Private Job,Mumbai,Graduate,Single,Personal Loan,0
58,44159,35,463,1,32,974770,Government Job,Jaipur,Graduate,Single,Car Loan,0
30,39572,12,372,2,33,552752,Government Job,Bhopal,Graduate,Married,Education Loan,0
23,106496,1,520,2,17,1400202,Private Job,Mumbai,Graduate,Divorced,Home Loan,1
33,125077,10,598,0,73,511684,Private Job,Jaipur,Post Graduate,Single,Car Loan,0
59,34941,39,896,0,60,696423,Government Job,Bhopal,High School,Married,Home Loan,1
50,60796,28,477,3,66,1171023,Private Job,Bhopal,Graduate,Married,Personal Loan,0
24,20763,1,652,0,61,1158567,Self Employed,Mumbai,Graduate,Married,Personal Loan,1
26,41328,5,495,2,73,802401,Private Job,Bhopal,Graduate,Married,Car Loan,0
36,52625,13,586,1,64,899324,Private Job,Bhopal,High School,Married,Home Loan,0
42,60217,19,421,3,73,480343,Private Job,Jaipur,High School,Married,Car Loan,0
47,17047,28,686,0,12,1108782,Private Job,Bhopal,Graduate,Married,Personal Loan,1
41,55472,20,556,0,64,886940,Government Job,Bhopal,Post Graduate,Single,Car Loan,1
49,67401,26,663,4,87,1156406,Self Employed,Mumbai,Graduate,Married,Personal Loan,0
21,45293,0,441,2,82,954531,Private Job,Jaipur,Graduate,Divorced,Personal Loan,0
50,90706,32,617,2,79,468583,Private Job,Jaipur,High School,Divorced,Education Loan,0
44,65700,21,430,3,12,1190709,Self Employed,Jaipur,Post Graduate,Married,Car Loan,0
33,81161,12,633,1,71,1087611,Government Job,Delhi,High School,Single,Personal Loan,0
50,35289,30,489,0,15,1320462,Private Job,Indore,High School,Single,Car Loan,0
46,46963,27,848,1,49,563135,Government Job,Bhopal,Post Graduate,Married,Car Loan,1
54,38001,36,452,3,79,165832,Private Job,Jaipur,Graduate,Single,Home Loan,0
40,67933,20,428,0,10,1155538,Private Job,Delhi,High School,Married,Car Loan,1
26,60606,4,683,0,33,644614,Private Job,Delhi,Graduate,Single,Car Loan,1
63,24871,40,737,0,54,767576,Private Job,Bhopal,High School,Married,Personal Loan,0
29,48647,9,841,3,11,1107398,Self Employed,Bhopal,Graduate,Divorced,Car Loan,1
57,116666,37,428,2,73,118861,Private Job,Indore,Graduate,Single,Education Loan,0
57,10000,33,585,0,15,734672,Private Job,Indore,High School,Single,Home Loan,1
36,28210,14,880,0,73,89240,Government Job,Bhopal,Post Graduate,Divorced,Car Loan,1
24,91363,6,411,0,45,1368157,Private Job,Jaipur,Graduate,Married,Car Loan,1
52,60244,29,634,3,42,1142546,Private Job,Bhopal,High School,Single,Personal Loan,0
40,92771,21,470,0,75,636079,Government Job,Jaipur,Graduate,Single,Car Loan,0
49,80723,27,432,0,46,213843,Private Job,Indore,Post Graduate,Married,Home Loan,0
51,111809,27,681,1,85,159789,Private Job,Indore,Post Graduate,Married,Home Loan,1
37,10000,15,782,0,46,1051111,Private Job,Delhi,Graduate,Single,Car Loan,1
61,60627,40,796,2,50,1492110,Private Job,Jaipur,High School,Married,Personal Loan,1
45,92971,22,488,1,51,898971,Government Job,Jaipur,High School,Married,Home Loan,0
36,102931,17,839,1,31,746808,Self Employed,Indore,Graduate,Married,Car Loan,1
40,49614,20,753,2,31,521575,Self Employed,Bhopal,Graduate,Divorced,Personal Loan,1
62,116044,40,823,1,15,289735,Private Job,Bhopal,Graduate,Single,Car Loan,1
30,34884,7,734,1,16,377426,Self Employed,Indore,Graduate,Married,Personal Loan,1
43,55229,20,398,1,53,586220,Private Job,Delhi,Post Graduate,Married,Car Loan,0
53,86703,34,671,4,81,1347282,Private Job,Mumbai,Graduate,Married,Home Loan,0
63,72995,40,386,3,66,560955,Self Employed,Indore,High School,Married,Education Loan,0
33,63424,12,491,0,27,539342,Private Job,Bhopal,Graduate,Divorced,Personal Loan,1
45,62379,24,755,0,45,1360386,Government Job,Mumbai,Post Graduate,Single,Personal Loan,1
57,66633,36,896,0,89,920349,Self Employed,Delhi,High School,Married,Personal Loan,1
56,143285,36,338,0,64,262669,Self Employed,Bhopal,High School,Married,Home Loan,0
44,63622,26,516,2,34,1165216,Private Job,Delhi,Graduate,Married,Education Loan,1
26,68859,4,380,1,40,1351729,Private Job,Bhopal,High School,Married,Personal Loan,0
35,78394,13,731,1,24,688239,Self Employed,Bhopal,Graduate,Married,Personal Loan,1
54,38402,36,859,2,50,134124,Government Job,Delhi,Graduate,Single,Personal Loan,1
24,41686,6,306,0,62,1253617,Self Employed,Mumbai,Graduate,Married,Personal Loan,0
34,70133,13,365,2,46,761300,Private Job,Jaipur,Graduate,Single,Personal Loan,1
24,25125,3,614,0,18,1411023,Government Job,Jaipur,Graduate,Single,Education Loan,1
48,39933,25,795,1,26,233163,Self Employed,Mumbai,Graduate,Single,Education Loan,1
49,66471,28,454,2,66,646866,Private Job,Bhopal,Graduate,Married,Home Loan,0
38,70131,18,614,2,31,1133750,Self Employed,Bhopal,Graduate,Single,Home Loan,1
40,108610,22,433,1,73,120981,Self Employed,Indore,Graduate,Single,Home Loan,0
61,62841,40,875,2,34,964704,Private Job,Bhopal,High School,Married,Personal Loan,1
52,58749,32,615,0,60,633778,Private Job,Jaipur,Graduate,Single,Personal Loan,1
28,10000,10,791,3,24,607963,Self Employed,Mumbai,High School,Married,Home Loan,0
63,34575,40,300,2,72,835774,Private Job,Bhopal,High School,Married,Education Loan,0
33,117667,12,540,0,65,1232132,Government Job,Indore,Graduate,Married,Home Loan,1
60,10000,39,575,2,81,200232,Private Job,Bhopal,Graduate,Divorced,Personal Loan,0
63,106910,39,645,1,35,1383027,Private Job,Mumbai,Graduate,Single,Education Loan,1
29,53306,6,772,0,50,714656,Government Job,Delhi,Graduate,Single,Personal Loan,1
60,84620,39,709,2,19,369457,Private Job,Delhi,Graduate,Married,Home Loan,1
53,61131,32,391,2,38,531962,Private Job,Bhopal,Graduate,Married,Education Loan,1
32,118332,9,747,4,54,722154,Private Job,Indore,Graduate,Single,Personal Loan,0
57,10000,33,315,1,10,221948,Private Job,Bhopal,High School,Divorced,Car Loan,0
45,81826,24,332,1,55,1263955,Private Job,Delhi,Graduate,Married,Personal Loan,0
45,115012,26,702,0,22,1465169,Self Employed,Delhi,Graduate,Married,Home Loan,1
36,50727,15,490,0,53,544113,Private Job,Delhi,High School,Married,Home Loan,0
36,77363,12,359,2,51,308096,Self Employed,Mumbai,Graduate,Married,Education Loan,0
59,67540,40,645,1,62,355080,Government Job,Mumbai,Post Graduate,Married,Home Loan,1
55,42964,32,306,0,24,190621,Private Job,Indore,Graduate,Divorced,Education Loan,0
43,43653,23,869,1,71,66301,Self Employed,Delhi,Graduate,Married,Home Loan,0
28,67200,8,339,1,50,866204,Private Job,Mumbai,High School,Married,Personal Loan,0
23,13425,4,327,0,66,883522,Self Employed,Indore,Graduate,Married,Personal Loan,0
44,50826,21,481,3,53,336375,Private Job,Delhi,Graduate,Single,Car Loan,0
63,17342,40,463,0,13,1234989,Government Job,Bhopal,Graduate,Married,Home Loan,1
42,43479,21,899,4,33,1316495,Private Job,Bhopal,Graduate,Married,Car Loan,1
34,114358,12,734,0,18,1420103,Private Job,Delhi,High School,Single,Car Loan,1
42,27893,19,628,1,47,669701,Government Job,Mumbai,Graduate,Married,Car Loan,1
54,47232,36,329,1,38,1296263,Self Employed,Delhi,Graduate,Single,Personal Loan,0
56,44310,38,330,0,45,1229662,Self Employed,Delhi,Graduate,Divorced,Home Loan,0
51,80877,29,487,1,46,821213,Private Job,Mumbai,High School,Married,Car Loan,0
41,66844,19,660,0,66,1209973,Private Job,Indore,High School,Single,Personal Loan,1
25,65578,4,727,1,85,455689,Private Job,Indore,Post Graduate,Married,Education Loan,1
39,93783,16,434,2,11,1198816,Private Job,Delhi,Graduate,Married,Home Loan,1
62,31606,40,782,0,39,434653,Private Job,Bhopal,High School,Single,Personal Loan,1
41,33769,18,637,4,74,428919,Private Job,Delhi,High School,Married,Car Loan,0
22,110113,0,858,3,66,1326235,Government Job,Indore,Graduate,Married,Personal Loan,0
23,120647,2,643,1,81,111713,Self Employed,Jaipur,Graduate,Married,Car Loan,0
50,10000,29,562,2,63,1445074,Self Employed,Bhopal,High School,Married,Home Loan,0
54,87223,30,794,1,85,1390128,Government Job,Bhopal,Graduate,Single,Car Loan,1
45,38441,24,448,0,28,1286777,Private Job,Delhi,Post Graduate,Married,Personal Loan,0
55,108755,32,736,2,28,149592,Government Job,Mumbai,Post Graduate,Married,Home Loan,1
49,62376,28,875,4,19,725289,Private Job,Jaipur,High School,Single,Education Loan,0
32,10000,14,356,1,46,1197415,Government Job,Mumbai,High School,Single,Home Loan,0
43,69442,25,708,0,28,933299,Government Job,Mumbai,Graduate,Married,Personal Loan,1
48,78080,29,500,2,39,993169,Private Job,Bhopal,Graduate,Single,Home Loan,1
37,64428,15,886,0,71,1191349,Private Job,Delhi,High School,Married,Education Loan,1
36,100410,16,773,0,38,910964,Government Job,Delhi,High School,Married,Education Loan,1
29,93724,10,609,0,25,649775,Private Job,Indore,Graduate,Divorced,Personal Loan,1
23,64111,0,708,2,69,441132,Private Job,Indore,Graduate,Married,Personal Loan,1
42,10000,19,708,4,50,323836,Private Job,Bhopal,Graduate,Married,Car Loan,0
51,67106,30,816,0,60,1165428,Private Job,Delhi,Post Graduate,Married,Home Loan,1
34,53910,13,661,3,18,1252873,Private Job,Indore,Graduate,Single,Education Loan,1
23,57536,5,688,3,64,1480020,Private Job,Bhopal,High School,Married,Car Loan,0
58,42628,39,791,1,29,994959,Government Job,Bhopal,Graduate,Single,Education Loan,1
43,10000,21,592,1,35,341296,Government Job,Indore,High School,Married,Home Loan,1
41,28080,18,667,0,62,915019,Private Job,Indore,Graduate,Divorced,Education Loan,1
44,88974,24,602,0,68,444443,Self Employed,Bhopal,Graduate,Single,Home Loan,1
52,92021,33,476,4,86,1075922,Private Job,Mumbai,Graduate,Married,Personal Loan,0
25,110138,3,625,0,77,584075,Government Job,Mumbai,Graduate,Single,Car Loan,0
